date,open,high,low,close
2024-06-21,2360.3,2368.85,2316.76,2320.34
2024-06-20,2329.15,2365.52,2327.3,2359.63
2024-06-19,2329.79,2335.1,2323.84,2327.48
2024-06-18,2319.38,2333.25,2306.63,2328.33
2024-06-17,2332.2,2333.48,2310.02,2318.87
2024-06-14,2302.52,2336.87,2301.35,2332.52
2024-06-13,2325.7,2326.7,2295.68,2303.19
2024-06-12,2315.53,2341.7,2310.8,2322.55
2024-06-11,2311.0,2320.17,2297.69,2316.27
2024-06-10,2296.0,2313.87,2287.31,2310.6
2024-06-07,2376.5,2387.85,2286.77,2292.71
2024-06-06,2355.16,2378.57,2353.6,2375.61
2024-06-05,2328.0,2358.07,2325.88,2354.78
2024-06-04,2349.0,2351.76,2315.53,2327.68
2024-06-03,2329.61,2354.82,2314.76,2350.35
2024-05-31,2345.07,2353.24,2323.96,2326.97
2024-05-30,2339.67,2351.83,2322.72,2343.0
2024-05-29,2361.0,2362.86,2334.75,2338.77
2024-05-28,2352.29,2364.12,2340.17,2360.95
2024-05-27,2334.5,2358.56,2332.36,2350.74
2024-05-24,2328.4,2347.54,2325.4,2333.76
2024-05-23,2378.6,2383.86,2327.0,2328.37
2024-05-22,2423.75,2426.64,2374.98,2378.25
2024-05-21,2426.84,2434.0,2406.32,2421.64
2024-05-20,2415.02,2450.13,2407.34,2425.12
2024-05-17,2376.81,2422.87,2373.96,2414.89
2024-05-16,2386.42,2397.44,2371.01,2376.44
2024-05-15,2358.2,2390.36,2351.82,2386.04
2024-05-14,2338.2,2359.83,2334.55,2357.97
2024-05-13,2362.7,2364.94,2332.34,2336.05
2024-05-10,2346.26,2378.45,2345.25,2360.14
2024-05-09,2309.04,2347.59,2306.67,2345.88
2024-05-08,2314.7,2321.56,2303.85,2308.65
2024-05-07,2322.5,2330.06,2310.06,2313.79
2024-05-06,2302.5,2331.99,2291.79,2323.57
2024-05-03,2303.2,2321.64,2277.47,2301.56
2024-05-02,2319.89,2326.57,2285.58,2303.29
2024-05-01,2285.91,2328.4,2281.66,2317.9
2024-04-30,2335.1,2336.54,2284.94,2285.57
2024-04-29,2337.5,2346.85,2320.08,2334.44
2024-04-26,2332.16,2352.62,2326.3,2337.72
2024-04-25,2316.2,2344.86,2305.28,2331.78
2024-04-24,2322.19,2337.16,2311.9,2315.82
2024-04-23,2326.62,2334.48,2291.4,2321.81
2024-04-22,2388.2,2388.72,2325.29,2326.29
2024-04-19,2378.6,2417.79,2372.96,2390.45
2024-04-18,2360.74,2392.84,2360.7,2378.25
2024-04-17,2383.2,2395.63,2354.84,2360.81
2024-04-16,2382.86,2398.34,2362.95,2382.83
2024-04-15,2343.86,2387.59,2324.59,2382.51
2024-04-12,2373.59,2431.53,2333.9,2343.43
2024-04-11,2333.17,2377.8,2325.84,2373.24
2024-04-10,2352.91,2360.15,2319.54,2332.79
2024-04-09,2339.24,2365.34,2336.94,2352.58
2024-04-08,2322.0,2354.09,2302.86,2338.89
2024-04-05,2289.88,2330.34,2267.85,2329.5
2024-04-04,2299.62,2305.31,2280.15,2289.43
2024-04-03,2279.57,2301.22,2265.5,2299.17
2024-04-02,2250.88,2281.17,2246.79,2280.1
2024-04-01,2239.59,2265.86,2228.54,2250.36
2024-03-28,2194.19,2235.9,2187.33,2232.38
2024-03-27,2179.03,2197.71,2173.59,2194.02
2024-03-26,2171.82,2200.15,2167.75,2178.58
2024-03-25,2165.79,2181.3,2163.5,2171.45
2024-03-22,2181.5,2186.25,2157.15,2164.15
2024-03-21,2186.0,2222.9,2166.5,2180.81
2024-03-20,2158.29,2188.9,2149.6,2185.96
2024-03-19,2160.7,2162.93,2146.9,2157.23
2024-03-18,2156.0,2163.64,2146.05,2159.99
2024-03-15,2162.4,2173.25,2155.19,2155.54
2024-03-14,2174.29,2177.1,2152.86,2161.01
2024-03-13,2158.25,2179.91,2155.54,2174.4
2024-03-12,2183.0,2184.86,2150.59,2157.99
2024-03-11,2177.71,2189.04,2174.8,2182.47
2024-03-08,2159.4,2195.2,2154.08,2177.51
2024-03-07,2148.54,2164.54,2144.29,2159.16
2024-03-06,2127.95,2152.29,2123.65,2148.29
2024-03-05,2115.15,2142.15,2110.52,2127.55
2024-03-04,2082.09,2119.95,2079.45,2114.99
2024-03-01,2043.44,2088.4,2038.55,2083.39
2024-02-29,2034.92,2050.79,2027.75,2043.24
2024-02-28,2030.05,2038.3,2024.56,2034.62
2024-02-27,2030.99,2039.99,2028.78,2029.64
2024-02-26,2034.49,2037.59,2025.1,2030.66
2024-02-23,2024.49,2041.43,2015.55,2035.72
2024-02-22,2025.24,2034.84,2019.7,2024.11
2024-02-21,2023.8,2032.22,2020.19,2024.99
2024-02-20,2017.99,2030.96,2015.02,2023.53
2024-02-19,2013.16,2023.34,2011.57,2017.63
2024-02-16,2004.4,2015.25,1995.26,2013.1
2024-02-15,1992.69,2008.49,1990.25,2004.09
2024-02-14,1992.55,1996.14,1984.3,1992.39
2024-02-13,2019.9,2030.05,1990.19,1992.13
2024-02-12,2024.53,2028.09,2011.91,2019.79
2024-02-09,2033.65,2037.44,2020.3,2024.16
2024-02-08,2034.55,2038.94,2019.75,2033.18
2024-02-07,2035.9,2044.65,2030.65,2034.22
2024-02-06,2024.99,2039.02,2022.55,2035.46
2024-02-05,2039.91,2042.32,2014.4,2024.67
2024-02-02,2055.09,2058.2,2027.45,2038.59
2024-02-01,2037.59,2065.42,2029.55,2054.89
2024-01-31,2036.58,2056.08,2031.0,2037.19
2024-01-30,2031.97,2048.48,2029.19,2036.12
2024-01-29,2019.4,2037.75,2017.38,2031.75
2024-01-26,2019.94,2026.8,2015.97,2018.34
2024-01-25,2012.84,2025.27,2010.15,2019.75
2024-01-24,2028.94,2036.74,2011.28,2012.59
2024-01-23,2021.24,2037.92,2019.59,2028.69
2024-01-22,2029.9,2032.28,2016.74,2020.99
2024-01-19,2023.05,2039.49,2020.37,2029.09
2024-01-18,2006.09,2023.45,2005.43,2022.67
2024-01-17,2027.9,2033.05,2001.91,2005.72
2024-01-16,2054.91,2055.65,2024.29,2027.59
2024-01-15,2048.09,2059.25,2045.8,2054.49
2024-01-12,2028.3,2062.35,2027.99,2048.72
2024-01-11,2023.74,2039.69,2013.32,2028.09
2024-01-10,2029.94,2040.44,2020.45,2023.4
2024-01-09,2028.4,2042.09,2026.11,2029.59
2024-01-08,2044.08,2046.71,2016.84,2027.84
2024-01-05,2043.69,2064.03,2024.49,2045.5
2024-01-04,2041.34,2051.4,2036.24,2043.26
2024-01-03,2059.15,2066.12,2030.68,2040.78
2024-01-02,2062.9,2079.02,2056.04,2058.88
2024-01-01,2064.24,2074.9,2063.3,2063.8
2023-12-29,2065.15,2075.15,2057.75,2062.59
2023-12-28,2077.34,2088.54,2065.89,2064.86
2023-12-27,2066.7,2084.59,2061.0,2077.16
2023-12-26,2055.73,2068.65,2053.59,2066.6
2023-12-25,2054.32,2058.36,2053.96,2054.93
2023-12-22,2045.84,2070.65,2045.65,2052.98
2023-12-21,2029.44,2046.07,2029.44,2045.49
2023-12-20,2040.34,2043.94,2029.37,2029.19
2023-12-19,2027.3,2047.07,2021.74,2040.12
2023-12-18,2020.09,2033.71,2015.99,2027.0
2023-12-15,2035.8,2045.55,2015.68,2018.19
2023-12-14,2026.59,2047.98,2024.33,2035.53
2023-12-13,1979.74,2027.55,1973.09,2026.39
2023-12-12,1981.59,1996.8,1977.19,1979.44
2023-12-11,2003.6,2008.72,1975.95,1981.3
2023-12-08,2028.69,2034.19,1994.74,2003.39
2023-12-07,2025.3,2039.93,2020.26,2028.34
2023-12-06,2019.74,2036.3,2017.27,2024.9
2023-12-05,2030.15,2041.33,2010.02,2019.42
2023-12-04,2071.25,2135.9,2020.34,2029.74
2023-12-01,2034.49,2075.34,2033.75,2070.9
2023-11-30,2044.8,2047.59,2031.84,2035.75
2023-11-29,2041.24,2052.09,2035.05,2044.59
2023-11-28,2013.94,2043.0,2011.6,2040.89
2023-11-27,2002.78,2018.14,2000.67,2013.64
2023-11-24,1994.06,2003.68,1991.4,2001.97
2023-11-23,1990.15,1999.19,1989.01,1991.79
2023-11-22,1998.69,2006.9,1986.89,1989.72
2023-11-21,1977.49,2007.52,1977.34,1998.37
2023-11-20,1980.39,1985.26,1965.2,1977.19
2023-11-17,1981.21,1993.94,1978.59,1980.01
2023-11-16,1959.44,1988.03,1956.49,1980.85
2023-11-15,1963.05,1975.59,1955.41,1959.09
2023-11-14,1946.19,1970.84,1943.4,1962.67
2023-11-13,1937.05,1949.27,1931.73,1945.89
2023-11-10,1958.4,1960.93,1933.18,1936.79
2023-11-09,1950.09,1965.69,1944.3,1958.19
2023-11-08,1968.84,1971.12,1947.48,1949.79
2023-11-07,1978.19,1978.75,1956.2,1968.4
2023-11-06,1992.3,1993.3,1977.52,1977.68
2023-11-03,1985.69,2004.06,1983.26,1992.27
2023-11-02,1983.53,1991.49,1978.9,1985.51
2023-11-01,1983.01,1992.09,1969.9,1982.15
2023-10-31,1996.0,2007.8,1978.9,1982.7
2023-10-30,2004.8,2007.37,1990.5,1995.88
2023-10-27,1985.17,2009.48,1976.35,2005.78
2023-10-26,1979.97,1994.05,1971.6,1984.82
2023-10-25,1971.36,1987.19,1963.34,1979.62
2023-10-24,1972.97,1980.99,1953.5,1970.11
2023-10-23,1972.9,1983.4,1964.36,1972.59
2023-10-20,1974.31,1997.27,1971.93,1981.04
2023-10-19,1947.99,1977.86,1945.18,1973.7
2023-10-18,1923.7,1962.74,1923.05,1947.69
2023-10-17,1920.14,1931.56,1911.85,1923.07
2023-10-16,1929.3,1931.8,1907.65,1919.44
2023-10-13,1869.02,1933.76,1868.94,1931.7
2023-10-12,1874.1,1885.3,1866.92,1868.65
2023-10-11,1859.99,1877.22,1858.6,1873.61
2023-10-10,1861.27,1865.65,1852.65,1860.09
2023-10-09,1832.74,1864.15,1832.63,1860.88
2023-10-06,1820.4,1834.97,1810.1,1832.26
2023-10-05,1820.49,1829.3,1812.7,1820.01
2023-10-04,1824.3,1831.05,1816.15,1821.08
2023-10-03,1827.96,1833.36,1814.7,1822.81
2023-10-02,1848.13,1849.06,1826.6,1827.4
2023-09-29,1865.43,1880.24,1846.34,1848.31
2023-09-28,1875.73,1880.15,1857.76,1864.56
2023-09-27,1900.69,1903.95,1872.47,1874.7
2023-09-26,1916.03,1916.89,1899.17,1900.49
2023-09-25,1925.24,1927.26,1915.0,1915.66
2023-09-22,1920.08,1929.65,1919.58,1924.99
2023-09-21,1930.99,1931.74,1913.4,1919.57
2023-09-20,1931.69,1947.8,1927.9,1929.68
2023-09-19,1933.68,1937.94,1929.71,1930.94
2023-09-18,1924.19,1934.61,1922.15,1933.14
2023-09-15,1910.9,1930.84,1909.74,1923.57
2023-09-14,1906.68,1912.99,1900.95,1910.32
2023-09-13,1913.55,1916.3,1905.5,1906.3
2023-09-12,1922.9,1925.05,1907.15,1913.26
2023-09-11,1919.16,1930.9,1916.9,1921.66
2023-09-08,1919.57,1930.19,1917.36,1917.81
2023-09-07,1916.86,1923.67,1916.1,1919.19
2023-09-06,1926.16,1929.8,1914.8,1916.28
2023-09-05,1938.59,1939.13,1925.22,1925.81
2023-09-04,1940.49,1946.42,1936.15,1938.19
2023-09-01,1940.19,1953.44,1934.59,1938.8
2023-08-31,1942.61,1948.19,1938.86,1939.74
2023-08-30,1937.48,1949.04,1934.94,1942.24
2023-08-29,1920.23,1938.41,1914.0,1937.12
2023-08-28,1916.09,1926.19,1912.83,1919.66
2023-08-25,1917.8,1923.09,1903.4,1914.53
2023-08-24,1914.15,1923.94,1911.35,1917.43
2023-08-23,1897.8,1920.94,1897.23,1914.31
2023-08-22,1895.09,1905.05,1888.6,1897.47
2023-08-21,1889.4,1899.05,1884.5,1893.94
2023-08-18,1889.49,1897.44,1886.2,1888.19
2023-08-17,1892.2,1903.9,1884.5,1888.89
2023-08-16,1901.59,1907.9,1891.3,1891.76
2023-08-15,1907.4,1912.19,1896.15,1901.56
2023-08-14,1913.67,1916.55,1902.2,1907.9
2023-08-11,1912.65,1921.15,1910.94,1913.32
2023-08-10,1914.94,1930.11,1911.73,1912.06
2023-08-09,1925.16,1932.48,1914.05,1914.59
2023-08-08,1936.76,1938.15,1922.5,1924.82
2023-08-07,1942.59,1946.81,1931.53,1936.39
2023-08-04,1934.12,1947.19,1929.75,1941.62
2023-08-03,1934.66,1939.03,1929.55,1933.74
2023-08-02,1945.74,1955.4,1933.0,1933.56
2023-08-01,1965.1,1966.24,1941.2,1944.08
2023-07-31,1959.49,1972.44,1951.0,1964.19
2023-07-28,1944.27,1963.71,1944.27,1959.2
2023-07-27,1972.08,1982.24,1942.61,1944.99
2023-07-26,1964.99,1978.31,1961.99,1972.1
2023-07-25,1955.2,1966.03,1953.21,1964.58
2023-07-24,1962.09,1967.97,1953.42,1954.51
2023-07-21,1969.99,1973.89,1956.82,1960.23
2023-07-20,1976.8,1987.59,1965.4,1969.62
2023-07-19,1978.97,1981.05,1969.75,1977.25
2023-07-18,1954.59,1984.39,1954.44,1978.71
2023-07-17,1954.9,1959.91,1945.82,1954.74
2023-07-14,1961.58,1963.81,1951.0,1954.93
2023-07-13,1957.44,1963.69,1952.71,1960.19
2023-07-12,1932.59,1959.82,1932.18,1957.09
2023-07-11,1925.4,1938.69,1924.4,1931.99
2023-07-10,1925.19,1928.31,1912.68,1924.99
2023-07-07,1911.07,1934.92,1909.56,1924.28
2023-07-06,1916.05,1927.69,1902.68,1910.8
2023-07-05,1925.9,1935.17,1914.48,1917.32
2023-07-04,1921.78,1930.84,1919.9,1925.09
2023-07-03,1919.4,1931.09,1910.1,1921.43
2023-06-30,1908.53,1922.9,1900.56,1919.57
2023-06-29,1908.8,1913.15,1893.01,1908.15
2023-06-28,1913.59,1917.24,1902.84,1907.42
2023-06-27,1923.21,1930.85,1911.19,1913.35
2023-06-26,1924.3,1933.48,1921.59,1922.85
2023-06-23,1913.8,1937.1,1910.24,1921.36
2023-06-22,1932.09,1935.0,1912.34,1913.52
2023-06-21,1935.42,1939.55,1919.34,1932.26
2023-06-20,1950.9,1956.87,1929.77,1935.91
2023-06-19,1957.99,1958.93,1947.8,1950.12
2023-06-16,1957.68,1968.0,1953.42,1957.36
2023-06-15,1943.44,1960.34,1925.3,1957.65
2023-06-14,1943.49,1960.41,1939.73,1942.99
2023-06-13,1957.69,1970.74,1939.99,1943.33
2023-06-12,1960.25,1967.55,1948.8,1956.92
2023-06-09,1968.1,1973.09,1956.73,1960.6
2023-06-08,1940.59,1970.5,1939.81,1967.76
2023-06-07,1963.59,1970.26,1939.8,1939.63
2023-06-06,1962.11,1966.85,1954.0,1962.85
2023-06-05,1947.59,1964.13,1938.14,1961.76
2023-06-02,1978.14,1983.52,1947.67,1947.63
2023-06-01,1962.8,1983.27,1953.43,1977.88
2023-05-31,1959.3,1975.34,1953.67,1962.3
2023-05-30,1944.19,1963.63,1932.08,1959.14
2023-05-29,1944.09,1949.75,1940.3,1942.84
2023-05-26,1940.69,1957.4,1936.84,1946.33
2023-05-25,1958.13,1964.95,1938.86,1940.34
2023-05-24,1975.19,1985.3,1956.51,1957.01
2023-05-23,1971.99,1977.8,1954.29,1974.73
2023-05-22,1977.8,1982.66,1968.4,1969.43
2023-05-19,1957.4,1984.09,1954.05,1976.56
2023-05-18,1981.52,1986.12,1951.97,1958.05
2023-05-17,1988.94,1993.13,1974.8,1981.72
2023-05-16,2015.9,2018.94,1985.47,1988.6
2023-05-15,2011.72,2022.2,2007.28,2020.6
2023-05-12,2015.19,2022.56,2001.05,2011.15
2023-05-11,2030.56,2041.44,2011.19,2015.55
2023-05-10,2034.19,2048.22,2021.57,2029.51
2023-05-09,2022.24,2037.7,2019.5,2034.17
2023-05-08,2015.95,2029.63,2014.1,2021.39
2023-05-05,2051.73,2053.13,1999.3,2016.54
2023-05-04,2036.86,2073.29,2030.34,2051.11
2023-05-03,2014.8,2040.69,2007.96,2039.02
2023-05-02,1982.81,2019.54,1978.38,2016.28
2023-05-01,1991.34,2006.05,1977.05,1982.05
2023-04-28,1986.75,1995.13,1976.08,1989.65
2023-04-27,1987.58,2003.45,1973.8,1987.87
2023-04-26,2000.63,2009.51,1983.43,1989.48
2023-04-25,1991.45,2003.9,1976.14,1997.87
2023-04-24,1981.34,1990.97,1974.19,1988.88
2023-04-21,2004.29,2005.75,1971.65,1982.89
2023-04-20,1993.58,2012.74,1990.49,2004.34
2023-04-19,2007.49,2008.33,1969.28,1993.26
2023-04-18,1995.19,2011.98,1991.33,2004.93
2023-04-17,2001.85,2015.13,1981.34,1994.77
2023-04-14,2040.4,2047.6,1992.41,2003.04
2023-04-13,2014.0,2048.84,2012.45,2039.73
2023-04-12,2003.67,2028.4,2001.18,2014.67
2023-04-11,1990.36,2007.58,1988.72,2003.14
2023-04-10,2008.3,2011.17,1981.59,1989.95
2023-04-06,2020.13,2021.63,2000.88,2008.02
2023-04-05,2020.44,2032.2,2009.99,2020.35
2023-04-04,1984.59,2025.19,1977.01,2019.97
2023-04-03,1970.84,1990.64,1949.82,1984.11
2023-03-31,1978.62,1987.84,1966.89,1967.9
2023-03-30,1962.58,1984.4,1955.44,1980.25
2023-03-29,1972.82,1974.64,1958.62,1964.04
2023-03-28,1957.23,1975.45,1948.66,1973.69
2023-03-27,1977.66,1979.89,1943.68,1956.56
2023-03-24,1993.99,2003.19,1975.18,1977.22
2023-03-23,1967.91,2003.43,1964.39,1993.5
2023-03-22,1940.44,1978.93,1934.33,1969.58
2023-03-21,1979.17,1985.3,1935.41,1940.15
2023-03-20,1987.59,2010.19,1965.77,1978.71
2023-03-17,1920.0,1989.8,1918.33,1987.93
2023-03-16,1920.54,1934.12,1907.55,1919.12
2023-03-15,1903.91,1937.46,1885.78,1918.1
2023-03-14,1913.19,1914.52,1895.17,1902.12
2023-03-13,1869.01,1914.79,1869.01,1913.23
2023-03-10,1830.96,1870.28,1827.71,1867.83
2023-03-09,1813.65,1835.56,1811.84,1830.89
2023-03-08,1813.61,1824.38,1809.4,1813.59
2023-03-07,1846.92,1852.26,1812.72,1813.52
2023-03-06,1855.35,1858.84,1845.08,1846.85
2023-03-03,1836.1,1856.47,1834.51,1854.97
2023-03-02,1837.2,1838.94,1829.44,1836.0
2023-03-01,1827.24,1845.05,1823.05,1836.81
2023-02-28,1817.38,1831.27,1804.65,1827.15
2023-02-27,1812.01,1820.22,1806.68,1817.31
2023-02-24,1822.74,1827.98,1808.91,1810.81
2023-02-23,1825.12,1834.43,1817.55,1822.64
2023-02-22,1834.71,1846.26,1823.05,1825.04
2023-02-21,1841.71,1844.44,1829.7,1834.32
2023-02-20,1842.73,1847.86,1837.09,1841.14
2023-02-17,1837.52,1843.77,1818.34,1841.59
2023-02-16,1836.56,1845.45,1827.18,1837.44
2023-02-15,1854.35,1860.18,1830.2,1836.19
2023-02-14,1853.67,1871.03,1843.2,1854.29
2023-02-13,1865.69,1866.83,1850.42,1853.39
2023-02-10,1861.68,1872.31,1852.69,1864.67
2023-02-09,1875.64,1890.69,1858.89,1861.39
2023-02-08,1874.05,1886.28,1867.4,1875.59
2023-02-07,1867.39,1884.45,1864.94,1873.81
2023-02-06,1865.17,1881.54,1860.39,1867.36
2023-02-03,1912.57,1918.72,1861.41,1865.53
2023-02-02,1950.54,1959.77,1911.33,1912.37
2023-02-01,1927.92,1954.63,1920.56,1950.42
2023-01-31,1922.82,1931.15,1900.74,1927.88
2023-01-30,1928.4,1934.61,1920.58,1922.52
2023-01-27,1929.4,1935.15,1916.65,1927.34
2023-01-26,1946.09,1949.27,1918.74,1928.99
2023-01-25,1937.54,1948.12,1919.88,1945.93
2023-01-24,1931.35,1942.93,1916.82,1937.45
2023-01-23,1926.2,1935.69,1911.44,1931.3
2023-01-20,1931.48,1937.72,1920.58,1926.57
2023-01-19,1903.83,1935.4,1900.48,1931.39
2023-01-18,1908.46,1926.3,1896.56,1903.76
2023-01-17,1917.81,1919.83,1903.51,1908.39
2023-01-16,1920.39,1929.24,1910.74,1918.0
2023-01-13,1897.03,1922.24,1891.8,1920.21
2023-01-12,1876.43,1901.88,1873.64,1896.86
2023-01-11,1877.3,1887.09,1866.75,1876.38
2023-01-10,1871.66,1881.04,1867.37,1877.27
2023-01-09,1865.45,1881.8,1864.59,1871.59
2023-01-06,1833.27,1870.37,1830.53,1865.71
2023-01-05,1854.19,1859.36,1824.68,1833.19
2023-01-04,1839.51,1865.49,1835.92,1854.09
2023-01-03,1826.14,1850.69,1824.42,1839.49
2023-01-02,1823.85,1823.94,1823.85,1823.69
2022-12-30,1815.14,1826.73,1809.84,1824.4
2022-12-29,1804.16,1820.52,1802.02,1814.89
2022-12-28,1814.0,1815.18,1796.56,1804.09
2022-12-27,1796.67,1833.39,1796.2,1813.93
2022-12-26,1798.57,1798.78,1798.04,1797.61
2022-12-23,1792.65,1803.6,1789.62,1797.91
2022-12-22,1814.2,1821.1,1784.11,1792.57
2022-12-21,1818.06,1824.39,1811.24,1814.13
2022-12-20,1787.49,1821.6,1784.21,1817.41
2022-12-19,1793.13,1799.1,1783.48,1787.44
2022-12-16,1776.72,1794.69,1773.89,1792.34
2022-12-15,1807.4,1809.09,1772.0,1776.66
2022-12-14,1810.49,1814.19,1796.07,1807.27
2022-12-13,1781.21,1824.87,1779.81,1810.29
2022-12-12,1797.35,1798.0,1777.22,1781.15
2022-12-09,1789.3,1806.45,1787.96,1796.63
2022-12-08,1786.29,1795.18,1780.96,1789.23
2022-12-07,1771.14,1790.92,1768.32,1786.22
2022-12-06,1768.67,1781.46,1765.72,1770.91
2022-12-05,1797.92,1810.33,1765.32,1768.39
2022-12-02,1803.15,1804.93,1778.26,1797.82
2022-12-01,1768.54,1804.32,1767.36,1802.89
2022-11-30,1749.82,1770.39,1744.41,1768.45
2022-11-29,1740.82,1759.33,1738.98,1749.73
2022-11-28,1755.0,1764.08,1739.14,1740.75
2022-11-25,1756.48,1761.58,1745.46,1756.14
2022-11-24,1749.53,1759.08,1749.03,1754.96
2022-11-23,1740.3,1753.54,1728.25,1749.28
2022-11-22,1738.48,1749.98,1736.61,1740.24
2022-11-21,1750.82,1753.52,1732.03,1737.81
2022-11-18,1760.74,1767.98,1747.04,1749.74
2022-11-17,1773.82,1775.2,1754.13,1760.87
2022-11-16,1778.34,1785.49,1769.82,1773.77
2022-11-15,1771.88,1786.68,1766.56,1778.25
2022-11-14,1771.42,1775.36,1752.9,1771.8
2022-11-11,1754.92,1773.17,1746.85,1770.69
2022-11-10,1706.4,1757.59,1703.32,1754.75
2022-11-09,1712.6,1722.94,1701.79,1706.32
2022-11-08,1674.75,1717.31,1664.32,1712.52
2022-11-07,1681.3,1682.08,1666.44,1674.68
2022-11-04,1629.4,1682.17,1628.23,1680.27
2022-11-03,1635.8,1641.32,1616.18,1629.15
2022-11-02,1647.77,1669.6,1634.4,1634.89
2022-11-01,1633.4,1657.13,1630.93,1647.5
2022-10-31,1643.69,1645.8,1631.77,1633.12
2022-10-28,1663.3,1667.44,1637.39,1641.76
2022-10-27,1664.5,1671.09,1654.81,1662.94
2022-10-26,1653.21,1675.12,1649.15,1664.49
2022-10-25,1649.7,1662.89,1637.82,1652.52
2022-10-24,1658.19,1670.55,1643.64,1648.6
2022-10-21,1628.1,1659.08,1617.21,1656.66
2022-10-20,1629.93,1645.83,1621.93,1627.66
2022-10-19,1651.99,1654.9,1627.25,1628.49
2022-10-18,1650.49,1661.27,1645.61,1651.83
2022-10-17,1644.09,1668.69,1643.69,1649.94
2022-10-14,1665.9,1672.02,1639.9,1641.76
2022-10-13,1673.3,1682.84,1642.25,1665.8
2022-10-12,1666.49,1678.9,1660.95,1672.51
2022-10-11,1668.4,1684.44,1660.45,1665.31
2022-10-10,1696.8,1700.33,1665.3,1667.96
2022-10-07,1711.1,1715.4,1690.35,1694.52
2022-10-06,1716.06,1726.09,1706.53,1710.85
